"","pid","Trial","TrialDuration","Block","Device","RH_cost","RH_travel_time","RH_Comfort","metro_cost","metro_travel_time","metro_Comfort","Bus_cost","Bus_travel_time","Bus_Comfort","Choice"
"170",15,2,11.4342,2,"Smartphone",20,20,7,3,70,6,3,60,3,"Bus_label"
"171",15,3,6.17,2,"Smartphone",15,40,9,1,60,4,1,70,5,"Metro_label"
"172",15,4,5.2194,2,"Smartphone",25,30,8,2,70,4,2,80,4,"Metro_label"
"173",15,5,4.5664,2,"Smartphone",25,20,9,2,60,4,2,70,4,"Metro_label"
"174",15,6,5.2646,2,"Smartphone",20,30,9,2,50,5,2,60,3,"Metro_label"
"175",15,7,3.6331,2,"Smartphone",25,40,8,3,60,6,3,70,3,"Metro_label"
"176",15,8,4.913,2,"Smartphone",15,30,7,3,60,4,3,80,5,"Metro_label"
"177",15,9,4.6998,2,"Smartphone",20,40,8,1,50,5,1,80,3,"Metro_label"
"178",15,10,5.833,2,"Smartphone",15,40,7,1,50,6,1,70,5,"Metro_label"
"179",15,11,6.3997,2,"Smartphone",25,20,7,2,70,5,2,80,5,"RH_label"
"180",15,12,4.3775,2,"Smartphone",25,30,9,1,70,6,1,60,4,"Metro_label"
"181",16,1,13.9769,2,"Smartphone",15,20,8,3,70,4,3,60,4,"Bus_label"
"182",16,2,9.0467,2,"Smartphone",20,20,7,3,70,6,3,60,3,"RH_label"
"183",16,3,7.6966,2,"Smartphone",15,40,9,1,60,4,1,70,5,"Metro_label"
"184",16,4,9.1161,2,"Smartphone",25,30,8,2,70,4,2,80,4,"Metro_label"
"185",16,5,8.8997,2,"Smartphone",25,20,9,2,60,4,2,70,4,"Metro_label"
"186",16,6,5.7496,2,"Smartphone",20,30,9,2,50,5,2,60,3,"Metro_label"
"187",16,7,8.5467,2,"Smartphone",25,40,8,3,60,6,3,70,3,"Metro_label"
"188",16,8,7.8524,2,"Smartphone",15,30,7,3,60,4,3,80,5,"RH_label"
"189",16,9,4.9187,2,"Smartphone",20,40,8,1,50,5,1,80,3,"Metro_label"
"190",16,10,2.8348,2,"Smartphone",15,40,7,1,50,6,1,70,5,"Metro_label"
"191",16,11,6.3323,2,"Smartphone",25,20,7,2,70,5,2,80,5,"Metro_label"
"192",16,12,4.2998,2,"Smartphone",25,30,9,1,70,6,1,60,4,"Metro_label"
"193",17,1,3.494,2,"Smartphone",15,20,8,3,70,4,3,60,4,"Metro_label"
"194",17,2,4.2498,2,"Smartphone",20,20,7,3,70,6,3,60,3,"Metro_label"
"195",17,3,3.4638,2,"Smartphone",15,40,9,1,60,4,1,70,5,"Metro_label"
"196",17,4,2.3132,2,"Smartphone",25,30,8,2,70,4,2,80,4,"Metro_label"
